1.89,0.00,1.75
1.89,0.09,1.75
1.87,0.18,1.75
1.85,0.27,1.75
1.82,0.36,1.75
1.78,0.44,1.75
1.74,0.52,1.75
1.68,0.59,1.75
1.62,0.66,1.75
1.55,0.72,1.75
1.48,0.78,1.75
1.40,0.83,1.75
1.32,0.87,1.75
1.24,0.90,1.75
1.15,0.92,1.75
1.06,0.94,1.75
0.97,0.94,1.75
0.88,0.94,1.75
0.79,0.93,1.75
0.70,0.91,1.75
0.61,0.88,1.75
0.53,0.85,1.75
0.45,0.80,1.75
0.37,0.75,1.75
0.30,0.69,1.75
0.24,0.63,1.75
0.18,0.56,1.75
0.13,0.48,1.75
0.09,0.40,1.75
0.05,0.31,1.75
0.03,0.23,1.75
0.01,0.14,1.75
0.00,0.05,1.75
0.00,-0.05,1.75
0.01,-0.14,1.75
0.03,-0.23,1.75
0.05,-0.31,1.75
0.09,-0.40,1.75
0.13,-0.48,1.75
0.18,-0.56,1.75
0.24,-0.63,1.75
0.30,-0.69,1.75
0.37,-0.75,1.75
0.45,-0.80,1.75
0.53,-0.85,1.75
0.61,-0.88,1.75
0.70,-0.91,1.75
0.79,-0.93,1.75
0.88,-0.94,1.75
0.97,-0.94,1.75
1.06,-0.94,1.75
1.15,-0.92,1.75
1.24,-0.90,1.75
1.32,-0.87,1.75
1.40,-0.83,1.75
1.48,-0.78,1.75
1.55,-0.72,1.75
1.62,-0.66,1.75
1.68,-0.59,1.75
1.74,-0.52,1.75
1.78,-0.44,1.75
1.82,-0.36,1.75
1.85,-0.27,1.75
1.87,-0.18,1.75
1.89,-0.09,1.75
1.89,0.00,1.75
1.89,0.00,2.45
1.89,0.09,2.45
1.87,0.18,2.45
1.85,0.27,2.45
1.82,0.36,2.45
1.78,0.44,2.45
1.74,0.52,2.45
1.68,0.59,2.45
1.62,0.66,2.45
1.55,0.72,2.45
1.48,0.78,2.45
1.40,0.83,2.45
1.32,0.87,2.45
1.24,0.90,2.45
1.15,0.92,2.45
1.06,0.94,2.45
0.97,0.94,2.45
0.88,0.94,2.45
0.79,0.93,2.45
0.70,0.91,2.45
0.61,0.88,2.45
0.53,0.85,2.45
0.45,0.80,2.45
0.37,0.75,2.45
0.30,0.69,2.45
0.24,0.63,2.45
0.18,0.56,2.45
0.13,0.48,2.45
0.09,0.40,2.45
0.05,0.31,2.45
0.03,0.23,2.45
0.01,0.14,2.45
0.00,0.05,2.45
0.00,-0.05,2.45
0.01,-0.14,2.45
0.03,-0.23,2.45
0.05,-0.31,2.45
0.09,-0.40,2.45
0.13,-0.48,2.45
0.18,-0.56,2.45
0.24,-0.63,2.45
0.30,-0.69,2.45
0.37,-0.75,2.45
0.45,-0.80,2.45
0.53,-0.85,2.45
0.61,-0.88,2.45
0.70,-0.91,2.45
0.79,-0.93,2.45
0.88,-0.94,2.45
0.97,-0.94,2.45
1.06,-0.94,2.45
1.15,-0.92,2.45
1.24,-0.90,2.45
1.32,-0.87,2.45
1.40,-0.83,2.45
1.48,-0.78,2.45
1.55,-0.72,2.45
1.62,-0.66,2.45
1.68,-0.59,2.45
1.74,-0.52,2.45
1.78,-0.44,2.45
1.82,-0.36,2.45
1.85,-0.27,2.45
1.87,-0.18,2.45
1.89,-0.09,2.45
1.89,0.00,2.45
2.04,0.00,3.50
2.04,0.10,3.50
2.02,0.20,3.50
2.00,0.29,3.50
1.97,0.38,3.50
1.92,0.47,3.50
1.87,0.56,3.50
1.82,0.64,3.50
1.75,0.71,3.50
1.68,0.78,3.50
1.60,0.84,3.50
1.52,0.89,3.50
1.43,0.94,3.50
1.34,0.97,3.50
1.24,1.00,3.50
1.14,1.01,3.50
1.05,1.02,3.50
0.95,1.02,3.50
0.85,1.01,3.50
0.75,0.98,3.50
0.66,0.95,3.50
0.57,0.91,3.50
0.48,0.87,3.50
0.40,0.81,3.50
0.33,0.75,3.50
0.26,0.68,3.50
0.19,0.60,3.50
0.14,0.52,3.50
0.10,0.43,3.50
0.06,0.34,3.50
0.03,0.24,3.50
0.01,0.15,3.50
0.00,0.05,3.50
0.00,-0.05,3.50
0.01,-0.15,3.50
0.03,-0.24,3.50
0.06,-0.34,3.50
0.10,-0.43,3.50
0.14,-0.52,3.50
0.19,-0.60,3.50
0.26,-0.68,3.50
0.33,-0.75,3.50
0.40,-0.81,3.50
0.48,-0.87,3.50
0.57,-0.91,3.50
0.66,-0.95,3.50
0.75,-0.98,3.50
0.85,-1.01,3.50
0.95,-1.02,3.50
1.05,-1.02,3.50
1.14,-1.01,3.50
1.24,-1.00,3.50
1.34,-0.97,3.50
1.43,-0.94,3.50
1.52,-0.89,3.50
1.60,-0.84,3.50
1.68,-0.78,3.50
1.75,-0.71,3.50
1.82,-0.64,3.50
1.87,-0.56,3.50
1.92,-0.47,3.50
1.97,-0.38,3.50
2.00,-0.29,3.50
2.02,-0.20,3.50
2.04,-0.10,3.50
2.04,0.00,3.50
2.25,-0.43,5.25
2.24,-0.43,5.25
2.22,-0.42,5.25
2.19,-0.40,5.25
2.15,-0.37,5.25
2.10,-0.34,5.25
2.04,-0.31,5.25
1.96,-0.27,5.25
1.88,-0.24,5.25
1.80,-0.20,5.25
1.70,-0.16,5.25
1.60,-0.12,5.25
1.50,-0.08,5.25
1.39,-0.05,5.25
1.28,-0.01,5.25
1.17,0.03,5.25
1.06,0.06,5.25
0.95,0.09,5.25
0.85,0.11,5.25
0.75,0.13,5.25
0.66,0.14,5.25
0.56,0.15,5.25
0.48,0.15,5.25
0.39,0.14,5.25
0.31,0.14,5.25
0.24,0.12,5.25
0.18,0.11,5.25
0.12,0.09,5.25
0.08,0.07,5.25
0.04,0.05,5.25
0.01,0.02,5.25
0.00,0.01,5.25
0.00,0.00,5.25
0.00,0.00,5.25
0.00,0.00,5.25
0.00,-0.01,5.25
0.00,-0.01,5.25
0.00,-0.02,5.25
0.02,-0.05,5.25
0.04,-0.08,5.25
0.08,-0.12,5.25
0.13,-0.16,5.25
0.18,-0.20,5.25
0.24,-0.24,5.25
0.31,-0.28,5.25
0.38,-0.31,5.25
0.45,-0.35,5.25
0.53,-0.37,5.25
0.61,-0.38,5.25
0.70,-0.39,5.25
0.80,-0.39,5.25
0.91,-0.38,5.25
1.02,-0.37,5.25
1.15,-0.36,5.25
1.28,-0.35,5.25
1.41,-0.34,5.25
1.54,-0.34,5.25
1.67,-0.34,5.25
1.80,-0.34,5.25
1.91,-0.35,5.25
2.01,-0.36,5.25
2.10,-0.38,5.25
2.17,-0.40,5.25
2.22,-0.42,5.25
2.24,-0.43,5.25
2.25,-0.43,5.25
2.50,-0.48,7.00
2.49,-0.48,7.00
2.47,-0.46,7.00
2.43,-0.44,7.00
2.38,-0.41,7.00
2.33,-0.38,7.00
2.26,-0.34,7.00
2.18,-0.30,7.00
2.09,-0.26,7.00
1.99,-0.22,7.00
1.89,-0.18,7.00
1.78,-0.14,7.00
1.66,-0.09,7.00
1.54,-0.05,7.00
1.42,-0.01,7.00
1.30,0.03,7.00
1.18,0.07,7.00
1.06,0.10,7.00
0.94,0.13,7.00
0.83,0.15,7.00
0.73,0.16,7.00
0.63,0.17,7.00
0.53,0.17,7.00
0.44,0.16,7.00
0.35,0.15,7.00
0.27,0.14,7.00
0.20,0.12,7.00
0.14,0.10,7.00
0.08,0.08,7.00
0.04,0.05,7.00
0.02,0.03,7.00
0.00,0.01,7.00
0.00,0.00,7.00
0.00,0.00,7.00
0.00,0.00,7.00
0.00,-0.01,7.00
0.00,-0.01,7.00
0.00,-0.02,7.00
0.02,-0.06,7.00
0.05,-0.09,7.00
0.09,-0.13,7.00
0.14,-0.17,7.00
0.20,-0.22,7.00
0.27,-0.26,7.00
0.34,-0.31,7.00
0.42,-0.35,7.00
0.50,-0.38,7.00
0.58,-0.41,7.00
0.67,-0.43,7.00
0.77,-0.43,7.00
0.88,-0.43,7.00
1.01,-0.42,7.00
1.14,-0.41,7.00
1.27,-0.40,7.00
1.42,-0.39,7.00
1.57,-0.38,7.00
1.71,-0.38,7.00
1.86,-0.38,7.00
1.99,-0.38,7.00
2.12,-0.39,7.00
2.23,-0.40,7.00
2.33,-0.42,7.00
2.41,-0.44,7.00
2.46,-0.46,7.00
2.49,-0.48,7.00
2.50,-0.48,7.00
2.75,-0.53,8.75
2.74,-0.52,8.75
2.71,-0.51,8.75
2.67,-0.48,8.75
2.62,-0.45,8.75
2.56,-0.41,8.75
2.48,-0.37,8.75
2.40,-0.33,8.75
2.30,-0.29,8.75
2.19,-0.25,8.75
2.08,-0.20,8.75
1.95,-0.15,8.75
1.83,-0.10,8.75
1.69,-0.06,8.75
1.56,-0.01,8.75
1.43,0.03,8.75
1.29,0.07,8.75
1.16,0.11,8.75
1.04,0.14,8.75
0.92,0.16,8.75
0.80,0.18,8.75
0.69,0.18,8.75
0.58,0.18,8.75
0.48,0.18,8.75
0.38,0.17,8.75
0.30,0.15,8.75
0.22,0.13,8.75
0.15,0.11,8.75
0.09,0.08,8.75
0.05,0.06,8.75
0.02,0.03,8.75
0.00,0.01,8.75
0.00,0.00,8.75
0.00,0.00,8.75
0.00,0.00,8.75
0.00,-0.01,8.75
0.00,-0.02,8.75
0.00,-0.03,8.75
0.02,-0.06,8.75
0.05,-0.10,8.75
0.10,-0.15,8.75
0.15,-0.19,8.75
0.22,-0.24,8.75
0.29,-0.29,8.75
0.37,-0.34,8.75
0.46,-0.38,8.75
0.55,-0.42,8.75
0.64,-0.45,8.75
0.74,-0.47,8.75
0.85,-0.48,8.75
0.97,-0.47,8.75
1.11,-0.47,8.75
1.25,-0.45,8.75
1.40,-0.44,8.75
1.56,-0.43,8.75
1.72,-0.42,8.75
1.88,-0.41,8.75
2.04,-0.41,8.75
2.19,-0.42,8.75
2.33,-0.43,8.75
2.46,-0.44,8.75
2.56,-0.47,8.75
2.65,-0.49,8.75
2.71,-0.51,8.75
2.74,-0.52,8.75
2.75,-0.53,8.75
2.63,-0.43,10.50
2.62,-0.43,10.50
2.60,-0.42,10.50
2.56,-0.39,10.50
2.51,-0.36,10.50
2.45,-0.33,10.50
2.38,-0.29,10.50
2.29,-0.26,10.50
2.20,-0.22,10.50
2.10,-0.18,10.50
1.98,-0.14,10.50
1.87,-0.09,10.50
1.74,-0.05,10.50
1.62,-0.01,10.50
1.49,0.03,10.50
1.36,0.07,10.50
1.23,0.11,10.50
1.10,0.14,10.50
0.98,0.16,10.50
0.87,0.18,10.50
0.76,0.19,10.50
0.65,0.19,10.50
0.55,0.19,10.50
0.45,0.18,10.50
0.36,0.17,10.50
0.28,0.15,10.50
0.20,0.13,10.50
0.14,0.11,10.50
0.09,0.08,10.50
0.04,0.06,10.50
0.02,0.03,10.50
0.00,0.01,10.50
0.00,0.00,10.50
0.00,0.00,10.50
0.00,0.00,10.50
0.00,-0.01,10.50
0.00,-0.02,10.50
0.00,-0.03,10.50
0.02,-0.06,10.50
0.05,-0.10,10.50
0.10,-0.14,10.50
0.15,-0.18,10.50
0.22,-0.23,10.50
0.29,-0.27,10.50
0.37,-0.31,10.50
0.45,-0.35,10.50
0.54,-0.39,10.50
0.62,-0.42,10.50
0.72,-0.43,10.50
0.82,-0.44,10.50
0.94,-0.43,10.50
1.07,-0.42,10.50
