1.35,0.00,1.25
1.35,0.07,1.25
1.34,0.13,1.25
1.32,0.19,1.25
1.30,0.25,1.25
1.27,0.31,1.25
1.24,0.37,1.25
1.20,0.42,1.25
1.16,0.47,1.25
1.11,0.52,1.25
1.06,0.56,1.25
1.00,0.59,1.25
0.94,0.62,1.25
0.88,0.64,1.25
0.82,0.66,1.25
0.76,0.67,1.25
0.69,0.67,1.25
0.63,0.67,1.25
0.56,0.67,1.25
0.50,0.65,1.25
0.44,0.63,1.25
0.38,0.60,1.25
0.32,0.57,1.25
0.27,0.54,1.25
0.22,0.49,1.25
0.17,0.45,1.25
0.13,0.40,1.25
0.09,0.34,1.25
0.06,0.28,1.25
0.04,0.22,1.25
0.02,0.16,1.25
0.01,0.10,1.25
0.00,0.03,1.25
0.00,-0.03,1.25
0.01,-0.10,1.25
0.02,-0.16,1.25
0.04,-0.22,1.25
0.06,-0.28,1.25
0.09,-0.34,1.25
0.13,-0.40,1.25
0.17,-0.45,1.25
0.22,-0.49,1.25
0.27,-0.54,1.25
0.32,-0.57,1.25
0.38,-0.60,1.25
0.44,-0.63,1.25
0.50,-0.65,1.25
0.56,-0.67,1.25
0.63,-0.67,1.25
0.69,-0.67,1.25
0.76,-0.67,1.25
0.82,-0.66,1.25
0.88,-0.64,1.25
0.94,-0.62,1.25
1.00,-0.59,1.25
1.06,-0.56,1.25
1.11,-0.52,1.25
1.16,-0.47,1.25
1.20,-0.42,1.25
1.24,-0.37,1.25
1.27,-0.31,1.25
1.30,-0.25,1.25
1.32,-0.19,1.25
1.34,-0.13,1.25
1.35,-0.07,1.25
1.35,0.00,1.25
1.35,0.00,1.75
1.35,0.07,1.75
1.34,0.13,1.75
1.32,0.19,1.75
1.30,0.25,1.75
1.27,0.31,1.75
1.24,0.37,1.75
1.20,0.42,1.75
1.16,0.47,1.75
1.11,0.52,1.75
1.06,0.56,1.75
1.00,0.59,1.75
0.94,0.62,1.75
0.88,0.64,1.75
0.82,0.66,1.75
0.76,0.67,1.75
0.69,0.67,1.75
0.63,0.67,1.75
0.56,0.67,1.75
0.50,0.65,1.75
0.44,0.63,1.75
0.38,0.60,1.75
0.32,0.57,1.75
0.27,0.54,1.75
0.22,0.49,1.75
0.17,0.45,1.75
0.13,0.40,1.75
0.09,0.34,1.75
0.06,0.28,1.75
